REFERENCIA;PRECIO;PRODUCTO
10689;2100;CARTERA PLANA PEQ LONA AR ACCESORIOS             
10690;1200;CARTERA PLANA UNICOLOR ECO YAQUE VERA             
10691;1400;CARTERA PLASTICA ESCOLAR TRANSP 3115 FORMAS Y C   
10692;15500;CARTERA PLASTICA FASHION MAPED                    
10693;1600;CARTERA PLASTICA INFANTIL MASTERKOLOR             
10694;2700;CARTERA PLASTICA REPUJADA MASTERKOLOR             
10695;1500;CARTERA PLASTICA SENCILLA MASTERKOLOR             
10696;12500;CARTERA PLASTICA STUDY MAPED                      
10697;12100;CARTERA PLASTICA TRENDY MAPED                     
10698;1150;CARTERA PORTALAPICERO ISAMMAR                     
10699;4300;CARTERA POWER ECOLOGICA JJ SPORT                  
10704;4900;CARTERA REVOLUCION JJ SPORT                       
10707;1300;CARTERA SENCILLA ESTAMPADA ISAMAR                 
10708;3600;CARTERA SENCILLA JUNIOR BOX ARTESCO               
10710;9500;CARTERA SENCILLA LOST KITTIES-9 LEGIS             
10716;1700;CARTERA SMART JJ SPORT                            
10717;5800;CARTERA STUDY BOX-POCKET MAPED                    
10719;3300;CARTERA TELA JJ SPORT                             
10720;2600;CARTERA TOKIO ESTAMP JJ SPORT                     
10723;4300;CARTERA TUBULAR LONA GDE CIERRE                   
10724;1000;CARTERA TUBULAR ESTAMPADA ISAMAR                  
10725;1800;CARTERA UNICOLOR ISAMAR                           
10726;1800;CARTERA UNIVERSITARIA ESTAMP JJ SPORT             
10727;2300;CARTERA UNIVERSITARIA ESTAMP CILIND JJ SPORT      
10728;1600;CARTERA UNIVERSITARIA LONA JJ SPORT               
10732;4200;COSMETIQUERA GDE ISAMMAR                          
10733;6300;CARTERA UNICOLOR P•A 1454 PRIMAVERA                       
10734;2400;COSMETIQUERA- NECESER MEDIANA ISAMMAR                      
10735;14300;COSMETIQUERA MINNIE PRIMAVERA                   
10737;17000;LONCHERA ESTAMPADA JJ SPORT                       
10738;37700;LONCHERA VERTICAL OMG SCRIBE                     
10741;20400;DOMINO #10 5010 CLARK            
10745;13100;MULTIUSOS ACAPULCO JJ SPORT                       
10746;14500;MULTIUSOS AUSTRAL JJ SPORT                        
10748;8500;MULTIUSOS BELFAST JJ SPORT                        
10751;6000;MULTIUSOS CARTAGENA NEW JJ SPORT                  
10752;13600;MULTIUSOS FANTASY JJ SPORT                        
10755;13100;MULTIUSOS FASHION MINNIE S PRIMAVERA              
10756;15000;MULTIUSOS FASHION MINNIE XS PRIMAVERA             
10758;11900;MULTIUSOS FERRARI JJ SPORT                        
10759;11100;MULTIUSOS FINLANDIA JJ SPORT                      
10760;10300;MULTIUSOS MODENA JJ SPORT                         
10761;8500;MULTIUSOS DAYTONA JJ SPORT                      
10763;10200;MULTIUSOS MONTECARLO JJ SPORT                     
10765;23000;MULTIUSOS PARIS ESTAMP JJ SPORT                   
10767;12800;MULTIUSOS PENTA LISA JJ SPORT                     
10768;12200;MULTIUSOS PEQ MINNIE S PRIMAVERA                  
10773;2900;NECESER PEQUE•O ISAMMAR                           
10774;18300;CANGURO FIORANO JJ SPORT                          
10775;9200;CANGURO # 3 JJ SPORT                              
10776;2500;ATLAS ANATOMIA HUMANA KINGKOLOR                   
10777;2500;ATLAS BIOLOGIA KINGKOLOR                          
10778;3100;ATLAS DE COLOMBIA MASTERKOLOR                     
10779;2600;ATLAS DE COLOMBIA NIKA                            
10780;2500;ATLAS QUIMICA KINGKOLOR                           
10781;3100;ATLAS UNIVERSAL OFICIO MASTERKOLOR                
10782;2600;ATLAS UNIVERSAL OFICIO NIKA                       
10783;2500;CARTILLA ADIVINA LEITO KINGKOLOR                  
10784;2500;CARTILLA CHEITO CUENTOS MARAVILLOSOS M, LITOGRAFIC
10785;2600;CARTILLA CHIQUI CURSO INGLES CH003 NIKA           
10786;2000;CARTILLA CHIQUI LECTURA CH002 NIKA                
10787;9800;CARTILLA CHIQUI FIGURAS GEOMETRICAS CH004 NIKA    
10788;2600;CARTILLA CHIQUI INGLES INICIAL CH010              
10789;2600;CARTILLA CHIQUI MATEMATICAS A CHEM007 NIKA        
10790;2600;CARTILLA CHIQUI MATEMATICAS B CHEM008 NIKA        
10791;2600;CARTILLA CHIQUI MATEMATICAS C CHEM009 NIKA        
10792;2600;CARTILLA CHIQUI MATEMATICAS PRIMARIA CHEM010 NIKA 
10793;2600;CARTILLA CHIQUI PUNTOS LINEAS TRAZOS 1 CHEM004 NIK
10794;2600;CARTILLA CHIQUI PUNTOS LINEAS TRAZOS 2 CHEM005 NIK
10795;2600;CARTILLA CHIQUI PUNTOS LINEAS TRAZOS 3 CHEM006 NIK
10796;2600;CARTILLA CHIQUI RECORTES REF: CH006 NIKA          
10797;2600;CARTILLA CHIQUI RONDAS Y FABULAS CH007 NIKA       
10798;2600;CARTILLA CLASICOS DE POMBO NIKA            
10799;2600;CARTILLA CLASICOS INFANTILES 1 NIKA   
10800;2600;CARTILLA CLASICOS INFANTILES 2 NIKA   
10802;2500;CARTILLA COPLAS LEITO KINGKOLOR                   
10808;3200;CARTILLA LEITO INGLES MASTERKOLOR                 
10809;2900;CARTILLA LEITO LEE MASTERKOLOR                    
10811;2900;CARTILLA LEITO MATEMATICA MASTERKOLOR             
10813;2600;CARTILLA LEITO REFRANES MASTERKOLOR               
10815;2500;CARTILLA MATEMATICAS INTEGRAL KINGKOLOR           
10817;7400;CARTILLA NACHO AVANZADO SUSAETA                   
10818;5300;CARTILLA NACHO DIBUJA SUSAETA                     
10819;5300;CARTILLA NACHO ESCRIBE SUSAETA                    
10820;6900;CARTILLA NACHO INICIAL INGLES SUSAETA             
10821;5700;CARTILLA NACHO INICIAL SUSAETA                            
10822;2500;CARTILLA TRABA LENGUA KINGKOLOR                   
10823;2200;CODIGO POLICIA REF: CPOL01 NIKA                   
10825;3200;CONSTITUCCION POLITICA SUSAETA                    
10826;9800;LIBRO 3COL X80H NIKA           
10830;14500;CINTA ANCHA 48X300 TRANSP GOLDEN  
10831;6900;PINTURA ACRILICA FRIO 60ML ORO 24 PURO F ARTE        
10833;600;TALONARIO RIFA PERIODICO PEQ MERCEDEZ D  
10839;3800;LIBRO PARA COLOREAR 24 PAG 3004 PRIMAVERA    
10841;3600;PILA ALKALINA AA MAXELL        
10843;1500;CUENTOS INFANTILES COLOREAR 12M NIKA           
10844;1300;MANUAL DE URBANIDAD                               
10845;2100;CARTILLA ESPA•OL GRAMATICAY ORT, MASTERKOLOR      
10848;1700;CARTON CARTULINA CTE 30MM                         
10849;3000;CARTON CARTULINA CTE 56MM                    
10853;1800;CARTON CORRUGADO BLANCO PRIMAVERA                 
10854;1500;CARTON CORRUGADO DEGRADE STDO PRIMAVERA           
10855;2400;CARTON CORRUGADO ESCARCHADO STDO PRIMAVERA        
10857;1100;CUENTA FACIL 14GR SORTKWIK PENTACOL  
10865;4000;CARTON CORRUGADO METALIZADO STDO PRIMAVERA        
10866;2400;CUENTA FACIL 28GR SORTKWIK PENTACOL        
10867;3100;CUENTA FACIL 50GR SORTKWIK PENTACOL            
10868;2400;CARTON CORRUGADO NEON STDO PRIMAVERA              
10872;2700;CARTON CORRUGADO UNICOLOR STDO PRIMAVERA          
10873;1000;PALETA PLASTICA ORIGINAL FRANCO     
10874;800;PALETA PLASTICA COLOR FRANCO                  
10875;1100;CARTON KRAFT 40MM 70X100 ASHE                     
10876;1600;CARTON MICROCORRUGADO 50X70 BLANCO GOMEZUL        
10878;1900;CARTON MICROCORRUGADO 50X70 ESTAMPADO GOMEZUL     
10879;1200;CARTON MICROCORRUGADO 50X70 NATURAL GOMEZUL       
10880;1900;CARTON MICROCORRUGADO 50X70 UNICOLOR GOMEZUL      
10885;9100;CARTON PAJA COLOR STDO BOLS 1/8 X10H ICOPEL       
10886;1700;CARTON PAJA CREMA 1/2                             
10887;1200;CARTON PAJA CREMA 1/4                             
10888;400;CARTON PAJA CREMA 1/8                             
10889;3000;CARTON PAJA CREMA 375GR 70X100               
10891;6400;ROLLO TERMICO 48GR 80X60 59572 DISPAPELES
10892;4100;CARTON PRENSADO 2 0 MM 1/2 ASHE                   
10893;2100;CARTON PRENSADO 2 0 MM 1/4 ASHE                   
10894;900;CARTON PRENSADO 2 0 MM 1/8 ASHE                   
10895;900;CARTON PRENSADO 2 0 MM 1/8 X10                    
10896;7600;CARTON PRENSADO 2 0 MM PLIEGO ASHE                
10897;64600;CARTON PRISMA CTA 100H COLOR STDO ICOPEL          
10899;11000;CARTERA LONA DOBLE LINE-20 
10900;74700;MORRAL JUVENIL MOVE-URBAN-PRINT PRIMAVERA
10901;1200;CARTULINA BRISTOL BLANCO 125GR 70X100             
10902;1300;CARTULINA BRISTOL COLOR STDA       
10903;22100;CARTERA LONA DOBLE FLORAL-21 LEGIS
10906;1100;BANDA SILICONADA CAJA X312 UND FABRIFOLDER                
10912;2100;CARTULINA BRISTOL 1/8 X10 STDO FABRIFOLDER
10916;800;CARTULINA ESCOLAR COLOR STDO PRIMAVERA            
10922;7000;ESCALIMETRO 30CM JM 0893 MEGA           
10925;1900;CARTULINA ESCOLAR PAQ 1/8 X10 STDA PRIMAVERA      
10930;1900;CARTULINA BRISTOL 1/8 X10 BLANCA FABRIFOLDER              
10935;2000;CARTULINA ESTAMPADA 50X70 STDO PRIMAVERA          
10938;900;CARTULINA FLUORECENTE COLOR STDA PRIMAVERA       
10945;2600;CARTULINA HOLOGRAFICA 50X70 GOMEZUL               
10947;600;CARTULINA IMPRESA 50X70 STDO PRIMAVERA           
10948;3600;CARTULINA KORATO 50X70 GOMEZUL                    
10949;15800;CARTULINA LEGAJADORA AMA 170GR X100 500207 NORMA  
10950;22400;CARTULINA LEGAJADORA AMARILLA X50 FABRIFOLDER     
10951;3700;CARTULINA MARMOL 50X70 GOMEZUL                    
10953;2600;CARTULINA METALIZADA 50X70 GOMEZUL                
10954;3100;CARTULINA MIREYADA 50X70 GOMEZUL                  
10957;2200;CARTULINA NEGRA 180GR 70X100 GOMEZUL              
10958;4100;CARTULINA NEGRA 180GR BOLS 1/8 X8H ICOPEL         
10960;5700;CARTULINA OPALINA 180GR 1/8 X10H                  
10961;6500;CARTULINA OPALINA 180GR CARTA X25H ICOPEL         
10962;6800;CARTULINA OPALINA 180GR OFIC X25H ICOPEL          
10963;2100;CARTULINA ESCOLAR 1/8 X10 UND FABRIFOLDER  
10964;3400;CARTULINA OPALINA 180GR 70X100 ICOPEL   
10966;800;PAPEL ARTE 50X70 GOMEZUL                          
10970;500;PAPEL BOND BLANCO 60GR 70X100                     
10974;800;PAPEL CELOFAN ANCHETA NAV 70X100 STDO PRIMAVERA   
10976;500;PAPEL CELOFAN ESTAMPADO 50X70 PRIMAVERA           
10977;500;PAPEL CELOFAN ESTAMPADO 50X70 STDO GOMEZUL        
10978;900;PAPEL CELOFAN ESTAMPADO 70X100 T O PRIMAVERA      
10979;500;PAPEL CELOFAN ESTAMPADO NAV 70X50 CLAS-STDO PRIMA 
10985;700;PAPEL CELOFAN TRANSPARENTE PRIMAVERA              
10986;700;PAPEL CELOFAN UNICOLOR STDO PRIMAVERA             
10991;500;BOLIGRAFO KM INKJOY 100 ST TAPA STDO
10995;600;PAPEL CREPE BASIC GOMEZUL                    
11000;600;PAPEL CREPE COLOR STDO PAPELCINTA                 
11001;500;PAPEL CREPE COLOR STDO PRIMAVERA                  
11003;1600;PAPEL CREPE DORADO GOMEZUL                        
11015;1600;PAPEL CREPE PLATA GOMEZUL                         
11023;20800;TABLERO MADERA LETRAS ABC OSOS POINTER         
11029;1300;PAPEL DEGRADE 1/8 X10UND IND PAPELERA             
11030;400;PAPEL HOLOGRAFICO ESTAMPADO STDO        
11031;300;PAPEL KRAFT 60GR 70X100 COOIMPRESORES             
11032;500;PAPEL KRAFT DE COLOR                              
11038;300;PAPEL MANIFOLD BLANCO 
11043;1300;PAPEL MANIZALES 70X50 SURTIDO PRIMAVERA                 
11045;900;PAPEL MANTEQUILLA 41GR 70X100               
11051;6300;PAPEL MODISTERIA PAQ ONIX                         
11054;4100;PAPEL PERGAMINO CANSON GUARRO 145GR 70X100 ICOPEL 
11055;2300;PAPEL PERGAMINO CANSON GUARRO 90-95GR 70X100 ICOPE
11056;700;PAPEL PROPALCOTE ESTAMPADO 50X70 GOMEZUL          
11057;400;PAPEL REGALO CTE STDO PRIMAVERA                   
11058;200;PAPEL REGALO KIUT ROMESA             
11059;300;PAPEL REGALO METALIZADO STDO PRIMAVERA            
11060;400;PAPEL REGALO NAVIDAD STDO PRIMAVERA         
11061;600;PAPEL REGALO PREMIUN STDO PRIMAVERA               
11062;200;PAPEL REGALO ROMESA STDO                          
11064;13400;ARCHIVADOR 13 BOLS COLOR PASTEL OFICIO 325 PRIMAVERA
11065;19200;MICROPUNTA SET K LINER X24 STDO KORES     
11066;109100;MORRAL SUPER TROLLEY SOLID COLORS 1328 PRIMAVERA        
11068;1200;LAPIZ HB PERSONAJES JUMBO 310 PRIMAVERA   
11069;5000;SEPARADOR PLASTICO 105 PASTEL 326 PRIMAVERA        
11070;1400;SOBRE PLASTICO BOTON PASTEL COLOR STDO 328 PRIMAVERA     
11071;200;PAPEL SEDA BLANCO GOMEZUL                         
11072;150;PAPEL SEDA BLANCO PAPELCINTA                      
11075;15200;ARCHIVADOR EXPANDIBLE CON MANIJA 12 BOLS COLOR STDO 363 LEGIS        
11076;200;PAPEL SEDA COLOR 50X70 GOMEZUL                    
11077;150;PAPEL SEDA COLOR STDO PAPELCINTA                  
11078;100;PAPEL SEDA COLOR STDO PRIMAVERA                   
11081;400;PAPEL SEDA DORADO GOMEZUL                         
11082;500;PAPEL SEDA DORADO PAPELCINTA                      
11084;300;PAPEL SEDA ESTAMPADO 50X70 STDO GOMEZUL           
11085;300;PAPEL SEDA ESTAMPADO 50X70 STDO PRIMAVERA         
11090;200;PAPEL SEDA IMPRESO PAPELCINTA                     
11095;7000;COLOR FLOWER POWER PASTEL X12 228 PRIMAVERA  
11096;300;PAPEL SEDA NAV ESTAMPADO 50X70 STDO PRIMAVERA     
11099;500;PAPEL SEDA PLATA PAPELCINTA                       
11100;400;PAPEL SEDA PLATEADO GOMEZUL                       
11103;700;LAPIZ HB FLOWER P PASTEL 231 PRIMAVERA            
11104;1000;LAPIZ HB NEGRO JUMBO 397 PRIMAVERA     
11107;29700;PLUMON DOBLE PUNTA X24 333 PRIMAVERA       
11108;44500;PLUMON DOBLE PUNTA X36 334  PRIMAVERA
11111;5300;COLOR DOBLE PUNTA FLUOR/METAL X6 229  PRIMAVERA 
11112;18700;PLUMON PUNTA PINCEL X24 330 PRIMAVERA   
11115;1600;CINTA INVISIBLE DE REPUESTO AR-0793 CLARK
11116;44200;MARCADOR TIZA X8 SMQ-510 CLARK
11121;400;PAPEL SILUETA COLOR STDO PRIMAVERA                
11130;1100;PAPEL SILUETA PAQ 1/8 X10 STDO PRIMAVERA          
11137;500;PAPEL TORNASOL ESTAMPADO STDO          
11139;400;PAPEL TORNASOL LISO                       
11142;700;PAPEL TORNASOL TEXTURA 50X70 GOMEZUL              
11143;500;CARTULINA DEGRADE SURTIDA PRIMAVERA               
11144;300;PAPEL MANIFOLD UNICOLOR STDO                      
11145;2300;CARTULINA DEGRADE 1/4 X 8 FABRIESCOF              
11146;1500;PAPEL ESCARCHADO 50X70 PRIMAVERA                  
11147;3400;CARTULINA DESTELLOS CARTA X10 GOMEZUL             
11148;2800;PAPEL PERGAMINO ESTAMPADO 115GR 50X70 ICOPEL      
11149;5100;PAPEL PERGAMINO COLOR 50X70 CANSON ICOPEL         
11150;4800;CARTULINA NACARADA 220GR CARTA X10H ICOPEL        
11151;900;PAPEL REGALO ESCARCHADO PRIMAVERA                 
11153;4300;COMPAS AUXILIAR L AZUL                            
11154;4500;COMPAS BLISTER METAL WB-2033 JK                   
11155;17600;COMPAS CAJA MATEMA 8-PIEZ PELIKAN                 
11156;12400;COMPAS CAJA MATEMATICA S67007 FABER C               
11157;2400;COMPAS COLORES 8186 CLARK                         
11158;5700;COMPAS PRECISION METAL 292 OFFIESCO            
11159;6300;COMPAS DE PRECISION GP-09R                        
11160;1400;COMPAS DE TIRA ECONOM BD190 CLARK DIST            
11162;4400;COMPAS ESCOLAR JUVENIL SC01002 FABER C             
11164;8500;COMPAS ESCOLAR RF 50501-01 FABER C                
11166;1500;COMPAS GP-25                                      
11167;1900;COMPAS GP-25 GIPAO                                
11169;1800;COMPAS MADE AR2506 CLARK                          
11170;61200;COMPAS MADERA CON CHUPA ARTECMA                   
11171;2600;COMPAS METAL BASE-PASTA WB-6005             
11173;3900;COMPAS METALICO PEQ TJ1 PELIKAN                   
11174;2200;COMPAS MILIMETRADO RF WB-8009           
11175;700;COMPAS PLANO CONICO L AZUL                        
11176;2200;COMPAS PLASTICO AZUL PELIKAN                      
11177;2700;COMPAS PLASTICO KOMPASITO CON LAPIZ KORES         
11178;2300;COMPAS PLASTICO ROJO PELIKAN                      
11179;5400;COMPAS PLASTICO STUDENT CIRKOS KORES              
11181;3500;COMPAS POINTER HA-2032 ARGELIA                    
11183;4300;COMPAS PRECISION ACADEMIC MAPED            
11184;8300;COMPAS DRAWIN METALICO MED F9-1 CLARK        
11186;11100;COMPAS PRECISION GDE PELIKAN                      
11187;7100;COMPAS PRECISION GP-08                            
11188;6300;COMPAS PRECISION GP09             
11189;4300;COMPAS PRECISION GP-F15       
11190;16700;COMPAS PRECISION GRAFIKO KORES                    
11191;17400;COMPAS PRECISION GRAFIKO NEON KORES               
11192;14800;COMPAS PRECISION MAPED BZ MAPED
11194;7800;COMPAS PRESICION CON ADAPTADOR 0707B POINTER      
11196;17300;COMPAS PRESICION JUVENIL S5602 FABER C              
11201;1200;COMPAS S/M BD-170 BLIST LAPIZ JK             
11202;800;COMPAS SICO MORRISON                              
11203;9100;COMPAS STOP SYSTEM INNOVAT KORES                  
11204;4400;COMPAS STUDY 120 METAL-LAPIZ PASTEL MAPED
11205;15400;COMPAS STUDY CAJA MATEMAT X10PZ KORES             
11206;6200;COMPAS STUDY MINA 2MM MAPED                       
11207;34000;COMPAS TABLERO DE CHUPA FABRIESCOF                
11209;1400;COMPAS TIRA 170 CLARK DIST               
11211;1100;CORRECTOR 8ML 251 OFFIESCO             
11212;4500;CINTA CORRECTORA BOLSA FABER C                    
11214;3000;CORRECTOR METAL TIP 10GR PASTEL KORES                  
11215;3900;CINTA CORRECTORA FANCY BARRIL PELIKAN             
11216;4000;CORRECTOR LIQUI PAPER 7ML 
11217;8500;CINTA CORRECTORA RETRACTIL+REP FABER C            
11218;2700;CINTA CORRECTORA TRITON                           
11219;1500;CORRECTOR 9ML ARTESCO                             
11220;1200;CORRECTOR AS127 POINTER                           
11221;4600;CORRECTOR BASIC 8MX5MM TESA                       
11222;1500;CORRECTOR 7ML DORICOLOR                               
11223;4200;CORRECTOR CINTA GP-703 X 6MT                         
11224;1400;CORRECTOR 6ML ARTESCO                     
11225;2600;CORRECTOR LIQUIDO COLOR STDO FABER C              
11226;1900;CORRECTOR LIQUIDO MINI FABER C                    
11227;5400;CINTA CORRECTORA NEON 8M KORES      
11228;2500;CORRECTOR MAQUINA X 20H KORES                     
11229;2300;CORRECTOR METAL TIP 10ML  KORES                     
11230;2500;CORRECTOR METAL TIP 8G KORES                      
11231;1300;CORRECTOR 4ML MINI ARTESCO                        
11232;7400;CORRECTOR MINI 5MMX6M STDO TESA                   
11233;800;CORRECTOR MINI WB-2088 JK                         
11234;1800;CORRECTOR PELIKAN                                 
11236;5400;CORRECTOR CINTA SCOOTER 10MTS KORES                     
11237;3000;CORRECTOR SHAKER&SQUEEZE BIC                      
11238;1500;CORRECTOR BEROL 7ML  
11240;4300;REPUESTO CINTA CORRECTORA RETRACTIL FABER C       
11242;5000;CREYON JUMBO X6 TRIAN COLOR MIX PELIKAN                       
11243;2200;CREYON ESCOLAR X12 UNID MI TRENSITO                 
11245;900;CREYON GIZAO-CERA MINI X6                         
11249;2600;NYLON 0.35MM-12 LBS CLARK             
11252;1100;CREYON INDUSTRIAL COLOR STDO FABER C                     
11255;1200;CREYON INDUSTRIAL SURTIDA X1 PELIKAN               
11258;9000;CREYON JUMBO GRIP TRIANG-12 FABER C               
11263;2600;CREYON JUMBO X10 MASTERKOLOR                      
11264;6000;CREYON JUMBO X10 UNID ALVAPLAST                   
11265;7000;CREYON JUMBO X12 PELIKAN                          
11266;10000;CREYON JUMBO X12 TRIANG KORES                     
11268;12400;CREYON JUMBO X6 KRAYONITOS KORES                  
11269;3500;CREYON JUMBO X6 NEON ARTESCO                      
11270;3300;CREYON JUMBO X6 PELIKAN                           
11271;4100;CREYON JUMBO X8 SOFIA PRIMAVERA                   
11272;8500;CREYON LAVABLE GEL MIXTO 1751 PRIMAVERA           
11274;4100;CREYON PERSONAJE MIX JUMBO PRIMAVERA         
11277;2400;CREYON PELICREYON REGULAR X12 PELIKAN                        
11278;2000;CREYON DISNEY PEQUE•O STDO X12 PRIMAVERA            
11279;2800;CREYON X10 CORTO PARCHESITOS                      
11280;7000;CREYON X10 GIGANTE PARCHESITOS                    
11281;4000;CREYON X10 UNID JUMBO KIRA                        
11282;3800;CREYON X12 COLORES CR-12 FABER C                  
11287;1300;CREYON CORTO X6 MI TRENSITO                          
11291;3200;DELANTAL ECO T-6-8-10-12 STDO FORMAS Y C             
11308;3500;DELANTAL ECO T-4 COLOR STDO FORMAS Y C                   
11331;11300;DELANTAL ESCOLAR GAMA ALTA D CASTA•EDA            
